SaleID,name,model,brand,bodyType,fuelType,gearbox,power,kilometer,notRepairedDamage,price,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,train,used_time,city,brand_amount,brand_price_max,brand_price_median,brand_price_min,brand_price_sum,brand_price_std,brand_price_average,power_bin
33584,93849,81.0,0,1.0,0.0,0.0,60,2.0,0.0,7500.0,45.301697564320506,-3.1501841153711783,0.8771687770697247,-2.536353618937793,1.7841041311599233,0.23046186512105,0.0007064421920789,0.1320257779188943,0.1055777038299942,0.1082809729087024,2.2912297626428284,-1.7988866764527365,2.867161471390609,2.0133377657550704,-0.6897995485000564,1,1020.0,,634.0,37900.0,3100.0,80.0,3394599.0,5974.222482754452,5345.83,5.0
91536,186143,29.0,0,1.0,0.0,0.0,45,15.0,0.0,190.0,40.606776782119645,-3.2053892647221165,-1.4171800179247296,4.342387223047803,0.293846074345768,0.2399070454606769,0.0,0.1214523936814654,0.0056878939619214,0.0813738039525764,4.511313988121817,0.6768340962369747,-4.890983784683648,-0.3522399294659811,-0.360287437427119,1,6927.0,,634.0,37900.0,3100.0,80.0,3394599.0,5974.222482754452,5345.83,4.0
62832,25,4.0,4,0.0,0.0,1.0,218,12.5,0.0,7500.0,46.70705991952764,4.727796824267752,0.4971088065416293,-0.7466888481181051,-1.044936131632214,0.2662443057493388,0.1138247428799146,0.1179383693200483,0.0578693407027443,0.0280599878253307,-5.171793166267971,0.8888792942836141,1.1983577051060963,-1.0018864288869722,0.3678074012047328,1,3934.0,1,298.0,43900.0,4850.0,25.0,2256055.0,7373.361363902583,7545.33,21.0
83908,387,4.0,4,4.0,0.0,0.0,116,15.0,0.0,2980.0,45.55492129133351,5.070704273933461,-0.9752905793005856,1.367190176400105,-1.7678776085983194,0.2824679785541504,0.1179717417023574,0.0628437001227293,0.0240488620661054,0.0139351475113977,-5.090177116016485,1.0927954582690829,-1.5575181676829135,-2.0064062203730644,-0.4304729539932996,1,7529.0,1,298.0,43900.0,4850.0,25.0,2256055.0,7373.361363902583,7545.33,11.0
88139,89674,40.0,1,2.0,0.0,MISSING,0,15.0,0.0,800.0,43.63860091555654,-3.3307072581512283,-0.8934174697619003,2.8963704295397377,-1.469479610182639,0.2637015912061023,0.0,0.149982684632401,0.0254151423351705,0.0269036759887879,3.3500871049824794,-0.9883892543194636,-2.224387311496062,-2.26556488131096,-0.3569519074812423,1,7196.0,2,281.0,35998.0,6700.0,169.0,2331406.0,7195.8967836200545,8267.4,
106583,1107,8.0,0,2.0,1.0,1.0,140,15.0,0.0,3999.0,45.84645711686475,4.678880228853881,0.4208118981205848,-0.9232685087882372,-0.499246468655664,0.2586085227832387,0.1120845705217454,0.1033502101623665,0.0597711025401485,0.0425251263462465,-4.825986990740781,1.2263220267371413,0.8723383988070853,-0.1628050108022496,0.9678295030905194,1,3738.0,,634.0,37900.0,3100.0,80.0,3394599.0,5974.222482754452,5345.83,13.0
31895,55357,40.0,1,2.0,1.0,1.0,131,15.0,MISSING,3850.0,45.0281624115397,-3.2346942813106287,-0.1673710746655647,-0.2689534215312641,-1.5113832954989062,0.264648214534023,0.0,0.1346187169309638,0.0680931722192002,0.0164546799159783,2.4824048723249943,-1.9576672697369868,0.8334206042204444,-1.4378734922584668,0.4555527689464322,1,4271.0,,281.0,35998.0,6700.0,169.0,2331406.0,7195.8967836200545,8267.4,13.0
43171,19329,51.0,14,2.0,0.0,0.0,136,15.0,0.0,700.0,42.15277968737676,2.6898803180313786,-1.445892877114779,1.7631324956873953,1.3702906245355393,0.2456343221255482,0.0812446824678549,0.0220479762057902,0.0258094357374304,0.1059927858184597,-1.651505797378071,1.7064108188652425,-3.419200886965167,1.5365889095882648,0.8725240190460818,1,6050.0,6,346.0,18600.0,1500.0,75.0,989051.0,3557.3328358419553,2850.29,13.0
42553,142168,74.0,25,3.0,1.0,0.0,90,15.0,0.0,6600.0,45.08981253488404,-3.0513176149349417,-0.6601796849420217,-2.440429168306019,1.8837718762574815,0.2479153724691603,0.0006928366517599,0.0271121569217838,0.0998695839783947,0.1146908512805606,1.9807087325665345,-2.70652856374878,1.7407524058741002,2.3603614220449725,-0.1591655980032786,1,1911.0,,44.0,9900.0,2775.0,200.0,153083.0,2560.3611931166583,3401.84,8.0
13042,102645,19.0,9,MISSING,MISSING,MISSING,0,15.0,MISSING,2800.0,36.47656509243989,-3.617857655288272,16.438787576206213,0.2061391069645677,-0.2399385276961335,0.0,4.309170007569563e-05,1.2591911314210005,0.092971131752247,0.0036561778537303,9.606577525129328,14.105201872810216,7.211812332200853,-0.3641180788330048,0.0322760116493148,1,,4,150.0,17000.0,1550.0,100.0,390552.0,3008.1864351227255,2586.44,
83199,168557,21.0,16,1.0,0.0,0.0,45,12.5,0.0,1399.0,43.02439089878008,-3.2014039582435414,-0.2876608514753587,1.3443430385452602,-0.1399868044711465,0.2440856790037043,0.0,0.1440936875022854,0.0481286882477659,0.0604691816755098,3.427475898975936,-0.5422785348150119,-1.2137344772466967,-0.329766002226385,0.1648227210105277,1,5368.0,4,46.0,8590.0,1999.0,750.0,137742.0,1969.9273588215926,2930.68,4.0
12745,4260,11.0,10,0.0,2.0,0.0,116,15.0,0.0,4100.0,45.747046435510256,4.255417405552317,0.0607245756482816,-0.4303680943605389,-0.6013190640038848,0.2628689561850613,0.106146625407777,0.0919390538179519,0.0537117445873387,0.0417755287478403,-4.422032375247836,0.973002825106182,0.3454151116801414,-0.3933579216940025,0.7935292561444781,1,3680.0,1,277.0,98000.0,5800.0,80.0,2810437.0,14855.702310105855,10109.49,11.0
23800,4199,48.0,14,1.0,0.0,0.0,90,15.0,1.0,900.0,41.99749089481669,-3.1715954588789343,-0.7996056486750109,2.342807370600188,0.4848222511264839,0.2398195202232198,0.0,0.1228722890094669,0.0341557917340522,0.0816055448082698,3.8295390110964447,-0.0842652558091978,-2.6564735973467943,0.2311627557507949,0.8404337137824275,1,6974.0,,346.0,18600.0,1500.0,75.0,989051.0,3557.3328358419553,2850.29,8.0
118238,6404,5.0,5,4.0,0.0,0.0,120,7.0,0.0,11500.0,45.9698876895362,4.477404246427381,-0.6582332884214215,-2.0191299637265265,1.2867271491635963,0.259780025131208,0.1076978883802976,0.0,0.0745431249060101,0.0951166971288683,-5.021618466980384,0.0965834105111078,0.8842996630142272,1.9279360682952469,1.1823976328553705,1,1401.0,4,98.0,18000.0,2550.0,150.0,408372.0,4466.457663301934,4124.97,11.0
137131,147338,1.0,10,0.0,0.0,1.0,136,15.0,1.0,1200.0,43.97275999388299,-3.3134662477493926,-1.0454648894774972,2.444349909534808,-1.318836034987201,0.2667091253490829,0.0,0.1286780032362017,0.0314740232287487,0.0311515677644979,3.1278476494161462,-1.3575002074808582,-1.9155204708848272,-1.9454630416604104,0.2215287140279115,1,7664.0,,277.0,98000.0,5800.0,80.0,2810437.0,14855.702310105855,10109.49,13.0
30405,101566,63.0,0,MISSING,1.0,1.0,170,15.0,0.0,6000.0,37.49233469271622,-3.605393556163441,16.902546442804052,-1.1269987615240722,0.1435439200326215,0.0,0.000547357992637,1.2546284708342086,0.1123268822913144,0.0104385476115105,9.13527132188396,13.580659710595476,8.779596755392882,0.0657615042331912,-0.7605754494153462,1,,2,634.0,37900.0,3100.0,80.0,3394599.0,5974.222482754452,5345.83,16.0
135098,32652,4.0,4,0.0,0.0,0.0,170,15.0,1.0,2890.0,44.71166573017423,-3.256496695806637,-0.6952764445948831,0.7865993054721103,-1.4837241893969588,0.2685355767795223,0.0,0.1194178433568466,0.0534902506814934,0.0221251965567747,2.641464344736828,-1.917086951240672,-0.2873533152909637,-1.7780060168399592,-0.2855440499106225,1,6094.0,1,298.0,43900.0,4850.0,25.0,2256055.0,7373.361363902583,7545.33,16.0
90043,6447,104.0,4,0.0,1.0,1.0,184,6.0,0.0,27350.0,48.69043600590898,5.818557935759625,1.4982935935935795,-3.2322615165723234,-0.5809678582321692,0.2630045929409415,0.1299562261116945,0.1277526028116016,0.0917333409235841,0.0364050310553119,-7.011921254148583,0.4022009109902308,4.115921052832248,-0.3807401112961179,-0.8066194099836923,1,1435.0,2,298.0,43900.0,4850.0,25.0,2256055.0,7373.361363902583,7545.33,18.0
77655,22005,8.0,0,2.0,1.0,1.0,179,15.0,0.0,5300.0,44.602791253695365,3.774065960778462,-0.1952805496991468,-0.1403443245859476,-0.8489789426843497,0.2610197273798743,0.0982216417780566,0.0827701652694198,0.0486782927135595,0.0344347316596394,-3.582577072784405,1.2261809738187994,-0.3919819184418536,-0.439045696368161,0.6249564455526099,1,4340.0,6,634.0,37900.0,3100.0,80.0,3394599.0,5974.222482754452,5345.83,17.0
77667,31720,178.0,19,2.0,0.0,0.0,170,15.0,1.0,800.0,44.52563415125422,4.804302600889102,-0.2622222656886897,0.8984787247407874,-0.6873128892907963,0.2600543067142156,0.1134628632105574,0.0924985733468605,0.0331061748105144,0.0423738432757814,-4.351594103323806,1.9218751172253432,-1.2736204317096471,-0.6742540665943543,0.0989140760844602,1,5665.0,4,30.0,17900.0,2700.0,400.0,148043.0,4821.9595364607085,4775.58,16.0
146241,76143,30.0,6,1.0,0.0,0.0,120,10.0,MISSING,8950.0,44.62917292417715,-3.0594302868977508,0.5599950079757511,-2.5692884076916536,0.9801205749767408,0.2368978495559386,0.0009253244959967,0.1127915424785952,0.1025422515105806,0.0824937605007622,2.394012183531192,-1.6591480561941392,2.4063333292906623,1.812137819057112,1.891884313941513,1,1722.0,3,177.0,20750.0,1650.0,50.0,628211.0,4452.831329769173,3529.28,11.0
68804,141967,48.0,14,1.0,0.0,0.0,58,15.0,0.0,1600.0,42.00981210379829,-3.0489878318075734,-0.7040082698512007,0.5236436027186203,0.2412177733766346,0.2416605280950516,0.0,0.0906181590177837,0.0563026129094372,0.0685783512219888,3.4949830951501624,-0.4591399273233182,-1.414399731547985,0.7538137168559201,1.2396050460388737,1,4994.0,4,346.0,18600.0,1500.0,75.0,989051.0,3557.3328358419553,2850.29,5.0
81708,76421,19.0,21,0.0,0.0,1.0,0,12.5,1.0,450.0,43.150092776355216,2.3905595414608865,-1.273101664054713,4.064300429586003,-0.599577830101935,0.2607637175376555,0.0790291932350507,0.1006531264010847,0.0,0.0558820535341904,-1.4796427311145357,1.716197462775645,-4.206372393114607,-1.5396069509321488,-0.7303849850266068,1,8108.0,2,30.0,12200.0,3650.0,450.0,146023.0,3818.8818067626794,4710.42,
80232,2242,29.0,0,1.0,0.0,0.0,50,15.0,0.0,750.0,42.54094273336335,2.917307121479668,-0.3987077893846118,3.373444774587856,0.3896989160954824,0.2407417042552489,0.0869988157390214,0.1349611706604785,0.0069501232702295,0.0795236551565168,-1.5969801590192938,2.732514624421196,-3.621331212670068,-0.2239534557463584,0.0453906264343334,1,6161.0,2,634.0,37900.0,3100.0,80.0,3394599.0,5974.222482754452,5345.83,4.0
2174,48537,168.0,0,2.0,0.0,0.0,150,3.0,1.0,1700.0,42.45594274030976,-3.0351265861654384,-1.4064601334787386,0.5868813204061115,-0.1498186479792431,0.2557155283432617,0.0,0.0488243763600324,0.0531585778553663,0.05927003862027,3.1600383423972684,-1.1863323220367237,-1.6620545905768758,0.2389318338815061,0.1157233578901544,1,,5,634.0,37900.0,3100.0,80.0,3394599.0,5974.222482754452,5345.83,14.0
108195,162292,218.0,10,6.0,1.0,1.0,211,2.0,0.0,82800.0,50.69157202223177,-3.32450429740956,0.8979774911587111,-5.181367593659013,-0.4312958175793895,0.2774552734137753,0.0013187445691231,0.1107135724151254,0.1409196235982686,0.0421302512504776,0.0048262439333353,-5.36658018866217,7.029480684802498,-0.4523360053254705,-0.8878833387503741,1,434.0,4,277.0,98000.0,5800.0,80.0,2810437.0,14855.702310105855,10109.49,21.0
69368,11784,40.0,1,0.0,1.0,0.0,140,15.0,0.0,5000.0,46.93992178288226,5.061721188170711,0.6488300845004018,-1.105479001900041,-1.1815971258508369,0.2670963540603658,0.1185619938435945,0.1201207829594974,0.0618491567711991,0.0223194104327244,-5.575500223013201,0.919940161313222,1.5854525306073362,-1.0096108066414498,0.8880990187385603,1,3249.0,2,281.0,35998.0,6700.0,169.0,2331406.0,7195.8967836200545,8267.4,13.0
30546,116257,61.0,6,4.0,0.0,1.0,309,10.0,0.0,5000.0,47.608239555937175,6.247491153855673,0.0651611835953537,-1.7823124753960224,-0.4594831239622405,0.2734669456985512,0.1349266857498908,0.0544111064171788,0.0676635219974163,0.0458542521642259,-7.0952372945886815,0.4897614646272334,1.7851603069961508,-0.3896734785352795,-0.9755304404419444,1,3727.0,,177.0,20750.0,1650.0,50.0,628211.0,4452.831329769173,3529.28,
128770,70863,5.0,5,1.0,1.0,0.0,109,9.0,0.0,3750.0,44.06432311687109,2.9169405342805383,0.3963932272632355,-0.3476229268468399,1.1743334967883194,0.2356670083671639,0.0861297578394309,0.1072539314393032,0.0584575860984243,0.0933677841163492,-2.4746549042848462,1.5813163024854122,-0.1293142477238245,1.4440739692802946,0.8124444027349768,1,3446.0,,98.0,18000.0,2550.0,150.0,408372.0,4466.457663301934,4124.97,10.0
82390,172051,4.0,4,2.0,1.0,1.0,184,15.0,0.0,3500.0,44.96508937900128,-3.2658360674308904,-0.2445125313564889,0.3144043710596361,-1.3066537347079537,0.2632679490835626,0.0,0.1404882313923627,0.0610350719025871,0.0250626555121742,2.594430115937401,-1.838523217377892,0.3822437392557862,-1.5241944900486548,-0.1179616719173898,1,5258.0,1,298.0,43900.0,4850.0,25.0,2256055.0,7373.361363902583,7545.33,18.0
139359,2860,29.0,0,1.0,0.0,0.0,60,3.0,0.0,7455.0,45.16177260724943,3.625404478930644,0.9752791772509796,-1.6334682693264118,0.7394570299821126,0.2388317888325591,0.0965575301464495,0.120770790003806,0.0746157781590338,0.0760915488110064,-3.5701195434829502,1.3957233328911849,1.4333434050966969,1.3300323210583478,1.380309375622671,1,2226.0,6,634.0,37900.0,3100.0,80.0,3394599.0,5974.222482754452,5345.83,5.0
147624,88628,4.0,4,0.0,0.0,0.0,0,15.0,MISSING,8700.0,45.75390348147389,-3.23287381939972,-0.1947718912047888,-0.8452654798395963,-1.7148422467498765,0.270693791447026,0.0002283706353364,0.1227950118651159,0.0758331541177898,0.0108590642014595,2.1154647164232663,-2.5098570434142355,1.5189219372673295,-1.643718796127675,0.0494488741447904,1,,2,298.0,43900.0,4850.0,25.0,2256055.0,7373.361363902583,7545.33,
36227,20985,26.0,14,2.0,MISSING,0.0,0,15.0,0.0,1200.0,42.86447673134519,2.351921617177095,-1.0754936961708197,1.3370859194748264,0.041652322999044,0.2543237434764412,0.077061076931335,0.0520681991009003,0.0313817876861523,0.0661043375057809,-1.6321682098211068,1.2960248440061255,-2.4768254027948533,0.2105124169031512,0.1344837697506385,1,,3,346.0,18600.0,1500.0,75.0,989051.0,3557.3328358419553,2850.29,
129909,38817,77.0,0,0.0,1.0,MISSING,0,15.0,0.0,2400.0,45.08040208123128,-3.26424589141853,-0.4719068147386054,0.4124388370077829,0.4864578489124825,0.2538837710987182,0.0001247258776715,0.1138643790951422,0.06289318749144,0.0798441162657138,2.55183128777624,-1.9628981371868184,0.1180597079131206,-0.0008619143694821,0.0975859590108432,1,3406.0,2,634.0,37900.0,3100.0,80.0,3394599.0,5974.222482754452,5345.83,
107729,12507,213.0,25,1.0,0.0,0.0,73,6.0,0.0,3900.0,44.30447651992576,3.539256933322657,0.4952430546494538,-0.0070121616201368,3.0504395308344763,0.2219426396150528,0.0956804884362976,0.1042186311431532,0.056807572067739,0.1522090684974324,-3.024031185840565,1.939296256881935,-0.3617648055981477,2.698883379126852,-1.6896554227473226,1,2900.0,2,44.0,9900.0,2775.0,200.0,153083.0,2560.3611931166583,3401.84,7.0
56286,66336,222.0,4,5.0,0.0,1.0,367,15.0,0.0,16500.0,48.90856707824143,5.4633893160076985,0.6328373692074468,-2.657694070934128,0.3353541002596718,0.2672530782502897,0.1250473673672754,0.0768985115526262,0.0852512555490767,0.0712239058743647,-6.884417612196992,-0.3189318541828708,3.3453349611261807,-0.1244486755527195,-4.178910016668806,1,3781.0,3,298.0,43900.0,4850.0,25.0,2256055.0,7373.361363902583,7545.33,
67102,4621,49.0,1,0.0,1.0,0.0,140,15.0,0.0,13199.0,47.54614389917064,5.388480939468328,0.9392472346839416,-1.6341240709085123,-0.9994847602503932,0.2658719175264713,0.1235817116200354,0.1268986269000768,0.0693592287492095,0.0267763962565531,-6.1014063137871135,0.8252279132736487,2.3081881931184625,-0.8463087173547339,0.6878052451553777,1,2604.0,3,281.0,35998.0,6700.0,169.0,2331406.0,7195.8967836200545,8267.4,13.0
18511,27042,19.0,6,3.0,1.0,0.0,125,6.0,0.0,20750.0,47.94204344533257,5.489616575761339,0.9066664377910544,-3.360812950513674,-0.0199658739996629,0.262453799404567,0.1240115188796546,0.0806165613269329,0.0927435196711122,0.0520326721277451,-6.545856994252207,0.2390775301223751,3.4853964631921186,0.6631962347012929,1.398108343478575,1,727.0,1,177.0,20750.0,1650.0,50.0,628211.0,4452.831329769173,3529.28,12.0
137302,107350,19.0,6,MISSING,MISSING,MISSING,0,7.0,MISSING,200.0,34.797634575192944,-3.8566268858938826,15.536377822449804,5.530437031903265,0.1364729116875389,0.0,0.0,1.2936825542318156,0.0230832574495769,0.0270024097548122,10.962171331777771,15.61791550467315,2.5198296438535994,-1.6639489289098837,-1.1195262749497723,1,,1,177.0,20750.0,1650.0,50.0,628211.0,4452.831329769173,3529.28,
26514,134974,4.0,4,0.0,0.0,0.0,170,15.0,MISSING,2500.0,44.85841260133696,-3.2941281646197305,-0.6449575815914499,1.1960048086046149,-1.2399076164746683,0.2667017224037627,0.0,0.1308467125667642,0.0492663402804872,0.030678291251747,2.687504876199311,-1.8545132096946744,-0.4694863578013742,-1.7812700993485746,-0.3121257485125074,1,6180.0,1,298.0,43900.0,4850.0,25.0,2256055.0,7373.361363902583,7545.33,16.0
